"school_id","panel_year","school_city","school_state","school_district","nces_id","locale","self_reported_grades_pre_k","self_reported_grades_kindergarten","self_reported_grades_1st","self_reported_grades_2nd","self_reported_grades_3rd","self_reported_grades_4th","self_reported_grades_5th","self_reported_grades_6th","self_reported_grades_7th","self_reported_grades_8th","self_reported_grades_9th","self_reported_grades_10th","self_reported_grades_11th","self_reported_grades_12th","self_reported_race_aian","self_reported_race_asian","self_reported_race_hispanic","self_reported_race_black","self_reported_race_white","self_reported_race_multiple","self_reported_race_nhpi","self_reported_frpl","self_reported_total_enrollment","self_reported_swd","self_reported_ell","grades_elementary","grades_middle","grades_high","school_descriptor_sws","school_descriptor","school_descriptor_alt2019","title_i_schoolwide","term_2021","leader_tenure","leaps_high_expectations","leaps_whole_child","leaps_rigorous_learning","leaps_relevance","leaps_affirmation","leaps_social_consciousness","leaps_connection","leaps_customization","leaps_self_direction","leaps_anytime_anywhere","self_reported_ela","self_reported_math","leaps_rank_high_expectations","leaps_rank_whole_child","leaps_rank_rigorous_learning","leaps_rank_relevance","leaps_rank_affirmation","leaps_rank_social_consciousness","leaps_rank_connection","leaps_rank_customization","leaps_rank_self_direction","leaps_rank_anytime_anywhere","leadership_diversity","teaching_diversity","leader1_race","leader1_gender","leaps_interest"
37,2023,"Los Angeles","California",NA,"060205012708","Urban",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.18,0.31,0.04,0.41,0.06,0,0.43,465,0,0,1,0,0,NA,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,2,NA,8,1
38,2023,"St. Louis","Missouri","City Garden Montessori","290058503101","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.01,0.05,0.41,0.49,0.03,0.01,0.41,492,0.11,0,1,1,0,NA,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,2,1,6,2,0
41,2023,"Richmond","Virginia","CodeRVA Regional High School","510025603031","Multiple",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.05,0.1,0.39,0.47,0.09,0,0.4,345,0.23,0,0,0,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,97,93,1,5,9,8,2,6,4,3,7,10,1,1,2,2,1
44,2023,"New Haven","Connecticut","New Haven Ecology Project","090001400807","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.41,0.33,0.22,0.03,0,0.64,225,0.25,0.05,0,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,3,4,2,8,6,5,7,10,9,4,2,3,2,1
47,2023,"Bronx","New York","New York City Geographic Region #7","360008406382","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.01,0.69,0.25,0.05,0,0,0.86,285,0.21,0.28,1,0,0,NA,1,NA,NA,NA,NA,1,0,1,1,0,0,0,1,1,0,75,50,1,0,2,5,0,0,0,4,3,0,4,4,4,2,1
52,2023,"Kingsport","Tennessee","Kingsport City Schools",NA,"Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.01,0.06,0.08,0,0,0,0.33,250,0.2,0,0,0,1,NA,1,NA,NA,NA,NA,0,0,1,1,0,0,1,1,0,0,NA,NA,0,0,3,4,0,0,1,2,0,0,1,1,6,2,1
58,2023,"Washington","District of Columbia",NA,"110010900521","Multiple",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.01,0.99,0,0,0,1,511,0.2,0,0,1,1,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,39,28,1,3,4,5,0,0,2,6,7,0,4,4,3,2,1
63,2023,"Los Angeles","California","Ednovate","060196813898","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.01,0.95,0.01,0.01,0.01,0,0.86,351,0.04,0.11,0,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,48,15,2,1,3,6,9,8,5,4,7,0,4,3,4,1,1
64,2023,"Los Angeles","California","Ednovate","060234513094","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.01,0.87,0.1,0.01,0.01,0,0.88,516,0.12,0.08,0,0,1,NA,2,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,69,29,0,1,8,9,4,6,2,3,5,7,4,3,3,1,1
70,2023,"Asheville","North Carolina","none provided","370007802430","Multiple",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.06,0.01,0.87,0.06,0.01,0.28,444,0.16,0,1,1,0,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,82,56,2,1,6,4,3,5,7,0,0,0,1,1,6,2,1
71,2023,"New York","New York","none provided","360009001327","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.01,0.68,0.27,0.03,0.01,0,0.89,479,0.28,0.09,0,0,1,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0
76,2023,"New York","New York","New York City Department of Education","360012205727","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.34,0.6,0.02,0.04,0,0,0.92,423,0.02,0.94,0,0,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,1,1,0,1,0,69,92,1,0,0,0,0,4,2,0,3,0,3,3,6,1,1
79,2023,"New York","New York","New York City Department of Education","360007806185","Urban",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.05,0.44,0.14,0.33,0.02,0,0.6,410,0.25,0.02,0,0,1,NA,1,NA,NA,NA,NA,1,0,1,1,1,0,1,0,1,0,NA,NA,2,0,4,3,5,0,1,0,6,0,2,2,6,2,1
80,2023,"Greeley","Colorado","GREELEY-EVANS WELD COUNTY SCHOOL DISTRICT 6","080441006719","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.47,0,0.48,0.05,0,0.8,124,0.13,0.03,1,1,0,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,25,14,5,1,9,6,8,7,2,3,4,0,1,1,6,2,1
81,2023,"Boise","Idaho","Future Public School","160018101100","Suburban",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.06,0.12,0.14,0.63,0.04,0,0.54,410,0.16,0.18,1,0,0,NA,2,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,NA,NA,1,3,2,0,0,0,4,0,0,0,1,1,8,2,0
83,2023,"Nampa","Idaho","Gem Innovation Schools","160020501080","Multiple",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.01,0.34,0,0.63,0.02,0,0.5,574,0.11,0.16,1,1,1,NA,2,NA,NA,NA,NA,1,0,1,1,0,0,0,1,1,1,51,49,1,0,2,6,0,0,0,4,3,5,1,1,3,1,0
84,2023,"Issaquah","Washington","Issaquah School District","530375003588","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.01,0.09,0.1,0.04,0.67,0.1,0,0.18,185,0.21,0.02,0,0,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,83.8,51.4,8,1,10,5,7,3,4,9,6,2,1,1,6,2,1
85,2023,"Denver","Colorado","Girls Athletic Leadership Schools of Denver","080336006473","Urban",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.04,0.32,0.1,0.49,0.05,0,0.36,190,0.1,0.14,0,1,0,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,49,23,7,2,5,4,1,3,6,0,0,0,2,2,6,2,0
91,2023,"New York","New York","Mott Haven Academy Charter School","360096006013","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.01,0,0.62,0.33,0.01,0.03,0,0.95,502,0.26,0.15,1,1,0,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,37,26,6,1,2,7,5,3,4,0,8,0,3,3,6,2,1
97,2023,"Mohawk","Michigan","Public Schools of Calumet, Laurium & Keweenaw","260769001863","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.01,0.93,0.06,0,0.79,68,0.24,0,0,0,1,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,1,6,1,0
98,2023,"Washington","District of Columbia","N/A","110005800308","Urban",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.07,0.93,0,0,0,0.71,288,0.16,0.09,0,1,0,NA,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,23.8,4.4,0,0,0,0,0,0,0,0,0,0,4,4,3,2,1
101,2023,"Tukwila","Washington","Impact Public Schools","530034503653","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.11,0.08,0.54,0.11,0.15,0,0.67,586,0.06,0.32,1,0,0,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,NA,NA,2,4,8,7,3,1,5,6,0,0,2,3,6,2,1
105,2023,"Nephi","Utah","Juab School District","490045000334","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.85,0.01,0,0.33,855,0.12,0,0,0,1,NA,1,NA,NA,NA,NA,1,1,0,0,0,0,0,1,1,1,41.2,43.3,5,1,0,0,0,0,0,2,3,4,1,1,6,2,1
109,2023,"Lynn","Massachusetts","KIPP","250008201845","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.1,0.67,0.39,0.69,1,0,1,480,0.46,0.71,0,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,80,70,7,2,3,10,5,4,1,9,6,8,3,3,3,2,1
120,2023,"Austin","Texas","Montessori For All","480144212915","Urban",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.02,0.48,0.11,0.33,0.05,0,0.44,479,0.08,0.21,1,0,0,NA,2,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,0,79,67,5,1,0,8,3,6,2,7,4,0,3,2,6,2,0
122,2023,"Plymouth","Massachusetts","Map Academy Charter School","250058902885","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.01,0,0.16,0.07,0.69,0.06,0.01,0.8,264,0.55,0,0,0,1,NA,2,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,1,NA,NA,3,0,0,6,0,0,4,1,2,5,1,1,6,2,1
132,2023,"Oceanside","California","Vista Unified School District","064119012341","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.1,0.4,0.03,0.43,0.08,0.01,0.4,1640,0.05,0.01,0,0,1,NA,1,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,85,59,4,8,3,1,0,0,5,6,2,7,1,2,6,1,0
138,2023,"New Haven","Connecticut","New Haven Public Schools","090279000547","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.01,0.28,0.52,0.18,0.01,0,0.62,325,0.21,0.05,0,0,1,NA,1,NA,NA,NA,NA,1,0,1,0,0,1,1,0,0,0,NA,NA,2,0,3,0,0,4,1,0,0,0,2,2,8,1,1
139,2023,"Aurora","Colorado","Charter School Institute","080002006661","Urban",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.01,0,0.78,0.13,0.07,0,0.01,1,105,0.1,0.44,0,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,NA,NA,5,2,6,4,0,0,0,3,0,1,3,3,6,1,0
140,2023,"North Berwick","Maine","School Administrative District 60","231470000512","Rural",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.01,0.03,0.01,0.92,0.04,0,0.3,1197,0.18,0.01,0,0,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,0,NA,NA,2,0,0,0,0,0,3,1,4,0,1,1,6,1,1
141,2023,"Mukwonago","Wisconsin","Norris School District","551071003072","Rural",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.05,0.38,0.35,0.03,0,0.72,80,0.75,0,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,7,1,8,5,2,10,4,3,6,9,1,1,6,2,1
144,2023,"Rogers","Arkansas","Rogers Public School District","051197000956","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.01,0.01,0.29,0,0.63,0.03,0.01,0.63,440,0.16,0.25,1,0,0,NA,1,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,40,55,1,0,2,0,0,0,3,0,0,0,1,1,6,2,0
150,2023,"Boise","Idaho","none provided",NA,"Multiple",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.02,0.05,0.05,0.03,0.75,0.1,0,0.2,180,0.05,0.02,0,0,1,NA,3,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,8,3,5,2,9,10,7,4,1,6,1,1,6,1,1
165,2023,"Indianapolis","Indiana","N/A","180018302632","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.02,0.24,0.38,0.3,0.06,0,0.64,543,0.17,0.17,0,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,5,2,1,4,9,10,8,6,3,7,3,2,3,2,1
167,2023,"Lexington","South Carolina","Lexington County School District One","450270001269","Suburban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.11,0.2,0.6,0.08,0,0.57,570,0.23,0.06,1,0,0,NA,1,NA,NA,NA,NA,1,1,1,1,1,0,1,0,1,0,45,35,1,4,3,7,5,0,6,0,2,0,1,1,6,2,0
172,2023,"New Orleans","Louisiana","New Orleans Public Schools","220117002437","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.11,0.83,0.06,0,0,0.78,147,0.24,0.08,0,0,1,NA,2,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,NA,NA,0,1,0,3,0,0,0,2,0,0,4,4,6,2,1
180,2023,"Honolulu","Hawaii","Hawaii Department of Education","150003000298","Multiple",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.17,0.13,0.02,0.29,0.29,0.11,0.2,174,0.14,0.05,0,1,0,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,43,29,9,2,7,1,10,4,3,6,5,8,1,2,6,2,1
189,2023,"San Fernando","California","Los Angeles Unified School District","062271012895","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.97,0.01,0.01,0,0.01,0.92,445,0.14,0.11,0,0,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,38,2,2,1,6,4,3,7,5,8,9,0,4,4,6,1,1
191,2023,"Dallas","Texas","Dallas ISD","481623013321","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.03,0.06,0.51,0.18,0.23,0.05,0,0.49,617,0.1,0.19,1,1,0,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,90,83,0,0,0,0,0,0,0,0,0,0,4,3,4,2,0
201,2023,"Taos","New Mexico","none provided","350011801055","Rural",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.03,0,0.63,0.02,0.31,0,0,0.5,267,0.16,0.05,1,1,1,NA,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,50,27,0,0,0,0,0,0,0,0,0,0,2,1,6,2,1
208,2023,"Chisago City","Minnesota","none","270023502689","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.01,0.01,0.02,0.01,0.95,0.01,0.01,0.15,220,0.14,0,0,0,1,NA,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,0,0,0,0,0,0,0,0,1,2,1,1,6,2,1
209,2023,"Washington","District of Columbia","Two Rivers Public Charter School","110004500279","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.01,0.07,0.51,0.31,0.11,0,0.33,399,0.15,0.05,1,0,0,NA,2,NA,NA,NA,NA,0,1,1,0,1,0,0,0,1,0,39,36,0,3,4,0,1,0,0,0,2,0,3,3,3,1,0
212,2023,"Oakland","California",NA,"060181613008","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.01,0.02,0.3,0.2,0.3,0.16,0.01,0.28,326,0.13,0.17,1,1,0,NA,2,NA,NA,NA,NA,1,1,1,0,0,1,0,1,1,0,NA,NA,4,5,3,0,0,6,0,2,1,0,4,3,6,2,1
218,2023,"Waimea","Hawaii","Hawaii Department of Education","150003000092","Rural",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.22,0.1,0.01,0.03,0.31,0.33,0.6,480,0.15,0.34,0,1,0,NA,1,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,30,21,0,0,2,1,0,0,0,0,0,0,0,0,5,2,1
225,2023,"Wheeling","Illinois","Township District 214","170417000117","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.06,0.66,0.02,0.24,0.02,0,0.51,1646,0.13,0.21,0,0,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,21,26,2,3,7,4,1,5,6,9,8,10,1,2,6,1,0
234,2023,"Exeter","New Hampshire","Virtual Learning Academy Charter School","330327100679","Multiple",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.02,0.04,0.01,0.9,0.03,0,0.08,10000,0.12,0.01,1,1,1,NA,2,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,NA,NA,2,0,0,0,0,0,0,1,0,3,1,1,6,1,0
236,2023,"Denver","Colorado","Denver Public Schools","080336006756","Multiple",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.01,0,0.21,0.05,0.68,0.05,0,0.27,100,0.27,0.03,0,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,47,10,8,6,5,2,4,0,1,3,7,0,2,3,6,2,0
237,2023,"Albuquerque","New Mexico","Stand-alone charter authorized by Albuquerque Public Schools","350006001074","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.02,0,0.91,0.02,0.05,0,0,1,249,0.3,0.3,0,0,1,NA,2,NA,NA,NA,NA,0,1,1,1,1,0,1,0,0,0,8,12,0,1,5,2,4,0,3,0,0,0,3,2,6,1,0
247,2023,"Overland Park","Kansas","Blue Valley Schools",NA,"Suburban",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.01,0.15,0.07,0.04,0.68,0.05,0,0.06,600,0.13,0.02,0,0,1,NA,1,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,NA,NA,0,0,0,1,0,0,0,0,2,3,1,1,NA,8,0
251,2023,"Pittsburgh","Pennsylvania","tuition-based",NA,"Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.04,0.04,0.04,0.8,0.08,0,0.45,60,0.2,0,0,0,1,NA,3,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,9,1,10,7,4,2,8,6,5,3,2,2,6,1,1
253,2023,"St. Paul","Minnesota","Archdiocese of St. Paul and Minneapolis",NA,"Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.03,0.04,0.66,0.11,0.16,0,0,0.7,257,0,0.43,1,1,0,NA,3,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,42,33,3,1,0,2,0,0,0,4,0,0,1,2,6,2,0
262,2023,"Durango","Colorado","Durango School District 9-R","080348006597","Multiple",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.07,0,0.27,0.01,0.63,0.01,0,0.36,90,0.17,0,0,0,1,NA,1,NA,NA,NA,NA,0,1,1,1,0,1,1,1,1,0,NA,NA,0,1,7,5,0,6,2,3,4,0,1,2,6,2,1
266,2023,"Denver","Colorado","Private school",NA,"Urban",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.2,0,0.55,0.25,0,0.02,32,0.2,0,0,1,0,NA,3,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,5,8,4,3,6,7,2,10,1,9,3,1,8,1,1
268,2023,"Pittsburgh","Pennsylvania","Environmental Charter School","420081206819","Urban",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.02,0.06,0.25,0.57,0.07,0.02,0.34,1080,0.19,0.02,1,1,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,5,2,1,4,8,9,10,6,7,3,2,2,6,2,1
270,2023,"Milwaukee","Wisconsin","Independent Charter in the TransCenter for Youth network of schools.","550006902920","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.01,0,0.79,0.08,0.11,0.01,0,0.97,120,0.22,0.22,0,0,1,NA,2,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,5,0,0,0,0,5,1,4,3,7,2,6,3,3,8,2,1
279,2023,"Fayetteville","Arkansas",NA,"050612000321","Urban",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.01,0.01,0.14,0.07,0.7,0.1,0.01,0.41,520,0.13,0.11,1,0,0,NA,1,NA,NA,NA,NA,1,0,1,1,0,0,0,0,1,0,42,58,1,0,4,2,0,0,0,0,3,0,1,1,6,1,0
284,2023,"Denver","Colorado","N/A",NA,"Urban",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,NA,24,NA,NA,1,0,0,NA,3,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,0,90,90,0,2,3,5,7,8,6,1,4,0,1,1,6,2,1
291,2023,"Blandensburg","Maryland","Prince George's County Public Schools","240051001738","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.02,0.87,0.07,0.04,0,0,0.98,332,0.02,0.98,0,0,1,NA,1,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,NA,NA,2,1,3,0,0,0,0,0,0,0,3,3,4,2,1
292,2023,"Chicago","Illinois","City of Chicago SD 299","170993006293","Urban",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.01,0.01,1,0.29,0.29,0.09,0,0.85,966,0.18,0.25,0,1,1,NA,2,NA,NA,NA,NA,1,1,0,0,1,0,1,1,1,0,15,19,1,2,0,0,3,0,6,5,4,0,2,2,6,2,0
293,2023,"Cedar Rapids","Iowa","3 districts (Alburnett, Cedar Rapids, College,)",NA,"Multiple",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.02,0.07,0.3,0.72,0,0,NA,110,NA,NA,0,0,1,NA,1,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,NA,NA,1,0,0,2,0,0,4,0,3,0,1,1,6,1,0
302,2023,"Lincoln","Arkansas","Lincoln Consolidated School District","050894001363","Rural",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.04,0.01,0.1,0,0.76,0.04,0.05,0.71,409,0.23,0.06,1,1,0,NA,1,NA,NA,NA,NA,1,1,1,1,0,0,1,1,0,0,38,34,4,1,5,6,0,0,2,3,0,0,2,1,6,2,1
303,2023,"New Orleans","Louisiana","New Orleans Public Schools","220031402466","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.01,0,0.15,0.82,0.01,0.01,0,0.85,200,0.24,0.3,0,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,70,65,5,1,6,10,2,4,3,9,8,7,3,3,6,1,1
306,2023,"Newark","New Jersey","Achieve Community Charter School","340079203419","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.1,0.88,0.02,0,0,0.36,450,0,0,1,1,0,NA,2,NA,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,NA,NA,0,0,3,0,1,0,2,0,0,0,4,4,3,2,0
308,2023,"Indianapolis","Indiana","Matchbook Learning Schools of Indiana","180019402642","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.5,0.4,0.05,0.05,0,0.97,665,0.18,0.44,1,1,0,NA,2,NA,NA,NA,NA,0,0,1,1,0,1,1,1,0,0,NA,NA,0,0,3,2,0,5,4,1,0,0,2,2,0,2,0
312,2023,"Nashville","Tennessee","Metro Nashville Public Schools","470318002136","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.01,0.08,0.74,0.17,0.01,0,0.39,145,0.15,0.01,0,0,1,NA,1,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,34,3,0,0,0,1,0,0,0,0,2,3,3,3,8,NA,1
318,2023,"Newburgh","New York","Newburgh Enlarged City School District","362070002910","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.02,0.03,0.58,0.28,0.27,0.02,0.02,1,125,0.19,0.02,0,0,1,NA,1,NA,NA,NA,NA,1,0,1,0,1,0,1,1,1,0,78,30,6,0,3,0,2,0,1,5,4,0,2,1,NA,8,0
319,2023,"Upton","Massachusetts","Mendon-Upton Regional School District","250768001202","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.02,0.05,0.01,0.89,0.03,0,0.13,600,0.21,0,0,0,1,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1
323,2023,"Elizabeth City","North Carolina","Northeast Academy for Aerospace & Advanced Technologies","370039403360","Rural",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.01,0.05,0.19,0.68,0.07,0,0.42,756,0.13,0.01,1,1,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,60,55,3,6,7,1,9,8,4,5,2,10,1,1,6,1,1
325,2023,"Cambridge","Massachusetts","(independent school)",NA,"Multiple",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.05,0.02,0.03,0.4,0.05,0,NA,55,NA,NA,0,0,1,NA,3,NA,NA,NA,NA,1,0,1,1,0,1,1,1,1,0,NA,NA,3,0,4,7,0,2,6,5,1,0,1,3,6,2,1
330,2023,"Ottawa","Kansas","USD 290 Ottawa","200001500463","Rural",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.01,0.07,0.02,0.86,0.05,0,0.42,732,0.14,0.01,0,1,1,NA,1,NA,NA,NA,NA,0,1,0,1,0,0,1,1,0,0,41,41,0,4,0,3,0,0,2,1,0,0,1,1,8,2,1
332,2023,"Milwaukee","Wisconsin","Pathways High","550007903064","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.04,0.01,0.05,0.53,0.31,0.07,0,0.63,150,0.23,0,0,0,1,NA,2,NA,NA,NA,NA,0,0,1,1,0,0,1,0,1,0,42,26,0,0,2,1,0,0,3,0,4,0,2,2,6,2,0
333,2023,"Tucson","Arizona","CITY Center for Collaborative Learning","040040703448","Urban",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.03,0.02,0.35,0.2,0.3,0.1,0,0.44,69,0.38,0.04,0,1,0,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,40,24,7,6,3,2,5,1,4,9,10,8,2,2,6,2,1
340,2023,"Grand Junction","Colorado","Mesa County Valley School District 51","080435000623","Urban",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.02,0.02,0.4,0,0.51,0.05,0,0.69,225,0.2,0.03,0,0,1,NA,1,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,0,NA,NA,3,0,0,1,0,0,4,2,5,0,1,1,8,8,1
345,2023,"Minneapolis","Minnesota","Archdiocese of St. Paul and Minneapolis","02120766","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.78,0.02,0.12,0.08,0,0.72,192,0.05,0.76,1,1,0,NA,3,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,30,25,1,3,4,0,6,0,5,7,2,0,1,1,6,2,1
